chromosome	start	end	score
chr2	165359827	165359830	0.184974
chr2	165359830	165359832	0.179285
chr2	165359832	165359834	0.18156
chr2	165359834	165359837	0.178686
chr2	165359837	165359838	0.179943
chr2	165359838	165359841	0.176171
chr2	165359841	165359843	0.165452
chr2	165359843	165359846	0.166829
chr2	165359846	165359848	0.163056
chr2	165359848	165359849	0.162516
chr2	165359849	165359851	0.159822
chr2	165359851	165359852	0.164972
chr2	165359852	165359854	0.178444
chr2	165359854	165359856	0.179822
chr2	165359856	165359857	0.179762
chr2	165359857	165359858	0.204911
chr2	165359858	165359859	0.20557
chr2	165359859	165359860	0.201019
chr2	165359860	165359861	0.204791
chr2	165359861	165359862	0.210779
chr2	165359862	165359863	0.209042
chr2	165359863	165359864	0.203714
chr2	165359864	165359866	0.204971
chr2	165359866	165359867	0.208923
chr2	165359867	165359868	0.207426
chr2	165359868	165359869	0.205929
chr2	165359869	165359870	0.208205
chr2	165359870	165359871	0.20605
chr2	165359871	165359874	0.214793
chr2	165359874	165359875	0.205152
chr2	165359875	165359876	0.205211
chr2	165359876	165359877	0.209882
chr2	165359877	165359878	0.214792
chr2	165359878	165359879	0.192694
chr2	165359879	165359889	0.192094
chr2	165359889	165359891	0.196944
chr2	165359891	165359893	0.195088
chr2	165359893	165359895	0.196944
chr2	165359895	165359896	0.191615
chr2	165359896	165359899	0.202574
chr2	165359899	165359901	0.206526
chr2	165359901	165359902	0.202574
chr2	165359902	165359904	0.199939
chr2	165359904	165359908	0.188681
chr2	165359908	165359909	0.165029
chr2	165359909	165359911	0.157064
chr2	165359911	165359913	0.157004
chr2	165359913	165359914	0.160597
chr2	165359914	165359915	0.157902
chr2	165359915	165359917	0.155268
chr2	165359917	165359918	0.16389
chr2	165359918	165359919	0.175148
chr2	165359919	165359924	0.172453
chr2	165359924	165359926	0.171435
chr2	165359926	165359927	0.17395
chr2	165359927	165359930	0.172453
chr2	165359930	165359931	0.1691
chr2	165359931	165359932	0.171855
chr2	165359932	165359937	0.169639
chr2	165359937	165359938	0.168441
chr2	165359938	165359941	0.16922
chr2	165359941	165359943	0.17389
chr2	165359943	165359946	0.172513
chr2	165359946	165359948	0.17419
chr2	165359948	165359949	0.170298
chr2	165359949	165359950	0.166706
chr2	165359950	165359951	0.165448
chr2	165359951	165359952	0.164011
chr2	165359952	165359954	0.150538
chr2	165359954	165359956	0.149101
chr2	165359956	165359957	0.147724
chr2	165359957	165359958	0.122575
chr2	165359958	165359959	0.119162
chr2	165359959	165359960	0.114131
chr2	165359960	165359961	0.112035
chr2	165359961	165359963	0.117305
chr2	165359963	165359966	0.115328
chr2	165359966	165359968	0.112335
chr2	165359968	165359970	0.110059
chr2	165359970	165359971	0.108442
chr2	165359971	165359972	0.097903
chr2	165359972	165359975	0.11479
chr2	165359975	165359976	0.113113
chr2	165359976	165359977	0.114251
chr2	165359977	165359978	0.107185
chr2	165359978	165359979	0.104251
chr2	165359979	165359980	0.101437
chr2	165359980	165359983	0.103473
chr2	165359983	165359984	0.110898
chr2	165359984	165359985	0.117185
chr2	165359985	165359987	0.118203
chr2	165359987	165359988	0.11958
chr2	165359988	165359989	0.128863
chr2	165359989	165359990	0.124013
chr2	165359990	165359991	0.125629
chr2	165359991	165359993	0.123294
chr2	165359993	165359996	0.121498
chr2	165359996	165359999	0.108444
chr2	165359999	165360002	0.104551
chr2	165360002	165360005	0.112635
chr2	165360005	165360010	0.113773
chr2	165360010	165360011	0.11012
chr2	165360011	165360017	0.108444
chr2	165360017	165360026	0.089881
chr2	165360026	165360028	0.089282
chr2	165360028	165360030	0.093174
chr2	165360030	165360031	0.091797
chr2	165360031	165360033	0.089042
chr2	165360033	165360037	0.092096
chr2	165360037	165360038	0.092335
chr2	165360038	165360041	0.095329
chr2	165360041	165360044	0.090659
chr2	165360044	165360046	0.096288
chr2	165360046	165360060	0.094671
chr2	165360060	165360061	0.09054
chr2	165360061	165360065	0.087845
chr2	165360065	165360068	0.085031
chr2	165360068	165360072	0.087725
chr2	165360072	165360075	0.070838
chr2	165360075	165360078	0.06503
chr2	165360078	165360080	0.062336
chr2	165360080	165360083	0.0603
chr2	165360083	165360084	0.052876
chr2	165360084	165360085	0.046408
chr2	165360085	165360086	0.04539
chr2	165360086	165360087	0.044013
chr2	165360087	165360088	0.039522
chr2	165360088	165360089	0.036767
chr2	165360089	165360091	0.03515
chr2	165360091	165360102	0.038084
chr2	165360102	165360103	0.03
chr2	165360103	165360105	0.030719
chr2	165360105	165360106	0.029581
chr2	165360106	165360107	0.035569
chr2	165360107	165360108	0.037245
chr2	165360108	165360117	0.038862
chr2	165360117	165360123	0.040718
chr2	165360123	165360126	0.043473
chr2	165360126	165360127	0.044251
chr2	165360127	165360128	0.049879
chr2	165360128	165360133	0.045988
chr2	165360133	165360136	0.042993
chr2	165360136	165360138	0.040539
chr2	165360138	165360139	0.037544
chr2	165360139	165360141	0.039281
chr2	165360141	165360144	0.041735
chr2	165360144	165360146	0.036107
chr2	165360146	165360148	0.038203
chr2	165360148	165360151	0.040358
chr2	165360151	165360157	0.044071
chr2	165360157	165360158	0.060719
chr2	165360158	165360165	0.062396
chr2	165360165	165360168	0.063114
chr2	165360168	165360175	0.06042
chr2	165360175	165360176	0.066647
chr2	165360176	165360180	0.068744
chr2	165360180	165360181	0.071498
chr2	165360181	165360184	0.076348
chr2	165360184	165360187	0.074372
chr2	165360187	165360189	0.077665
chr2	165360189	165360191	0.081139
chr2	165360191	165360193	0.08042
chr2	165360193	165360198	0.083354
chr2	165360198	165360201	0.08533
chr2	165360201	165360202	0.087546
chr2	165360202	165360203	0.089163
chr2	165360203	165360205	0.088444
chr2	165360205	165360206	0.091318
chr2	165360206	165360207	0.087605
chr2	165360207	165360208	0.087425
chr2	165360208	165360210	0.091198
chr2	165360210	165360214	0.111619
chr2	165360214	165360216	0.112996
chr2	165360216	165360217	0.114253
chr2	165360217	165360218	0.11102
chr2	165360218	165360219	0.111738
chr2	165360219	165360221	0.113834
chr2	165360221	165360222	0.117368
chr2	165360222	165360223	0.119344
chr2	165360223	165360225	0.116589
chr2	165360225	165360226	0.113895
chr2	165360226	165360228	0.108984
chr2	165360228	165360230	0.114135
chr2	165360230	165360237	0.11677
chr2	165360237	165360239	0.120722
chr2	165360239	165360240	0.118985
chr2	165360240	165360241	0.122519
chr2	165360241	165360242	0.120004
chr2	165360242	165360245	0.120663
chr2	165360245	165360246	0.123298
chr2	165360246	165360248	0.121202
chr2	165360248	165360249	0.119046
chr2	165360249	165360251	0.121142
chr2	165360251	165360255	0.11743
chr2	165360255	165360256	0.119226
chr2	165360256	165360257	0.122399
chr2	165360257	165360258	0.105871
chr2	165360258	165360259	0.104194
chr2	165360259	165360261	0.10629
chr2	165360261	165360262	0.108745
chr2	165360262	165360265	0.11605
chr2	165360265	165360267	0.115331
chr2	165360267	165360270	0.117966
chr2	165360270	165360274	0.120122
chr2	165360274	165360275	0.117906
chr2	165360275	165360276	0.118565
chr2	165360276	165360280	0.128445
chr2	165360280	165360281	0.12569
chr2	165360281	165360285	0.121978
chr2	165360285	165360287	0.124673
chr2	165360287	165360289	0.121379
chr2	165360289	165360290	0.119283
chr2	165360290	165360291	0.126348
chr2	165360291	165360293	0.124133
chr2	165360293	165360298	0.1212
chr2	165360298	165360299	0.119223
chr2	165360299	165360302	0.121319
chr2	165360302	165360305	0.117427
chr2	165360305	165360307	0.112338
chr2	165360307	165360308	0.110841
chr2	165360308	165360309	0.115392
chr2	165360309	165360310	0.117488
chr2	165360310	165360312	0.102756
chr2	165360312	165360314	0.108444
chr2	165360314	165360316	0.107007
chr2	165360316	165360317	0.10581
chr2	165360317	165360318	0.107546
chr2	165360318	165360319	0.106827
chr2	165360319	165360321	0.104731
chr2	165360321	165360322	0.101198
chr2	165360322	165360325	0.099222
chr2	165360325	165360326	0.10515
chr2	165360326	165360328	0.104432
chr2	165360328	165360330	0.099282
chr2	165360330	165360336	0.096646
chr2	165360336	165360337	0.09958
chr2	165360337	165360340	0.0994
chr2	165360340	165360341	0.095926
chr2	165360341	165360342	0.099579
chr2	165360342	165360344	0.09892
chr2	165360344	165360345	0.100058
chr2	165360345	165360346	0.097423
chr2	165360346	165360349	0.099638
chr2	165360349	165360350	0.101375
chr2	165360350	165360351	0.108081
chr2	165360351	165360352	0.111793
chr2	165360352	165360353	0.113171
chr2	165360353	165360355	0.114907
chr2	165360355	165360356	0.113111
chr2	165360356	165360357	0.112153
chr2	165360357	165360359	0.114069
chr2	165360359	165360361	0.111973
chr2	165360361	165360362	0.110536
chr2	165360362	165360364	0.103352
chr2	165360364	165360367	0.106405
chr2	165360367	165360368	0.10377
chr2	165360368	165360370	0.105567
chr2	165360370	165360371	0.111615
chr2	165360371	165360372	0.109699
chr2	165360372	165360375	0.109759
chr2	165360375	165360376	0.111435
chr2	165360376	165360379	0.101496
chr2	165360379	165360380	0.102693
chr2	165360380	165360381	0.105628
chr2	165360381	165360382	0.108262
chr2	165360382	165360384	0.10946
chr2	165360384	165360385	0.112095
chr2	165360385	165360386	0.1094
chr2	165360386	165360387	0.12401
chr2	165360387	165360389	0.125806
chr2	165360389	165360390	0.124429
chr2	165360390	165360393	0.117363
chr2	165360393	165360394	0.135506
chr2	165360394	165360395	0.136165
chr2	165360395	165360399	0.138919
chr2	165360399	165360400	0.140476
chr2	165360400	165360401	0.141194
chr2	165360401	165360402	0.142272
chr2	165360402	165360406	0.151015
chr2	165360406	165360408	0.153709
chr2	165360408	165360409	0.143649
chr2	165360409	165360410	0.143289
chr2	165360410	165360411	0.137661
chr2	165360411	165360412	0.141135
chr2	165360412	165360413	0.138201
chr2	165360413	165360415	0.140955
chr2	165360415	165360416	0.145566
chr2	165360416	165360417	0.147063
chr2	165360417	165360418	0.152093
chr2	165360418	165360419	0.153949
chr2	165360419	165360421	0.155685
chr2	165360421	165360424	0.161493
chr2	165360424	165360425	0.159457
chr2	165360425	165360426	0.155505
chr2	165360426	165360428	0.158798
chr2	165360428	165360433	0.162152
chr2	165360433	165360434	0.159219
chr2	165360434	165360438	0.164069
chr2	165360438	165360440	0.160237
chr2	165360440	165360441	0.161374
chr2	165360441	165360442	0.157722
chr2	165360442	165360443	0.159638
chr2	165360443	165360444	0.161375
chr2	165360444	165360445	0.162871
chr2	165360445	165360446	0.166165
chr2	165360446	165360449	0.16395
chr2	165360449	165360450	0.160058
chr2	165360450	165360451	0.153291
chr2	165360451	165360452	0.149459
chr2	165360452	165360453	0.148082
chr2	165360453	165360455	0.146345
chr2	165360455	165360456	0.147962
chr2	165360456	165360457	0.145747
chr2	165360457	165360460	0.143831
chr2	165360460	165360461	0.148801
chr2	165360461	165360464	0.147783
chr2	165360464	165360465	0.148681
chr2	165360465	165360467	0.150059
chr2	165360467	165360468	0.151855
chr2	165360468	165360470	0.155387
chr2	165360470	165360471	0.15407
chr2	165360471	165360472	0.156945
chr2	165360472	165360474	0.156765
chr2	165360474	165360475	0.155089
chr2	165360475	165360476	0.162634
chr2	165360476	165360477	0.160717
chr2	165360477	165360478	0.163412
chr2	165360478	165360479	0.163652
chr2	165360479	165360480	0.167724
chr2	165360480	165360481	0.166586
chr2	165360481	165360482	0.16437
chr2	165360482	165360483	0.163172
chr2	165360483	165360484	0.173892
chr2	165360484	165360486	0.184252
chr2	165360486	165360487	0.169762
chr2	165360487	165360488	0.169343
chr2	165360488	165360489	0.17078
chr2	165360489	165360491	0.174673
chr2	165360491	165360492	0.177428
chr2	165360492	165360493	0.178925
chr2	165360493	165360494	0.161501
chr2	165360494	165360495	0.160843
chr2	165360495	165360499	0.165274
chr2	165360499	165360500	0.161622
chr2	165360500	165360501	0.160903
chr2	165360501	165360502	0.154555
chr2	165360502	165360503	0.151022
chr2	165360503	165360505	0.153597
chr2	165360505	165360506	0.174258
chr2	165360506	165360509	0.172761
chr2	165360509	165360513	0.170905
chr2	165360513	165360515	0.16815
chr2	165360515	165360516	0.163539
chr2	165360516	165360517	0.162042
chr2	165360517	165360518	0.150187
chr2	165360518	165360519	0.147192
chr2	165360519	165360521	0.145456
chr2	165360521	165360523	0.139648
chr2	165360523	165360525	0.149289
chr2	165360525	165360526	0.15839
chr2	165360526	165360527	0.155096
chr2	165360527	165360528	0.15827
chr2	165360528	165360531	0.157671
chr2	165360531	165360533	0.160365
chr2	165360533	165360534	0.162521
chr2	165360534	165360535	0.157671
chr2	165360535	165360537	0.159048
chr2	165360537	165360539	0.161982
chr2	165360539	165360540	0.161083
chr2	165360540	165360542	0.168749
chr2	165360542	165360543	0.168569
chr2	165360543	165360544	0.189826
chr2	165360544	165360545	0.189706
chr2	165360545	165360546	0.186413
chr2	165360546	165360547	0.190185
chr2	165360547	165360548	0.191203
chr2	165360548	165360549	0.19246
chr2	165360549	165360551	0.199645
chr2	165360551	165360553	0.206771
chr2	165360553	165360554	0.208507
chr2	165360554	165360555	0.238629
chr2	165360555	165360557	0.236953
chr2	165360557	165360560	0.239109
chr2	165360560	165360564	0.234079
chr2	165360564	165360565	0.230186
chr2	165360565	165360567	0.228749
chr2	165360567	165360568	0.228989
chr2	165360568	165360570	0.225876
chr2	165360570	165360571	0.218989
chr2	165360571	165360572	0.214198
chr2	165360572	165360573	0.216234
chr2	165360573	165360575	0.218928
chr2	165360575	165360576	0.210903
chr2	165360576	165360577	0.215992
chr2	165360577	165360578	0.215094
chr2	165360578	165360579	0.219287
chr2	165360579	165360580	0.214017
chr2	165360580	165360581	0.214556
chr2	165360581	165360582	0.222939
chr2	165360582	165360583	0.22737
chr2	165360583	165360584	0.211799
chr2	165360584	165360585	0.204733
chr2	165360585	165360586	0.208027
chr2	165360586	165360587	0.210362
chr2	165360587	165360588	0.213835
chr2	165360588	165360589	0.212398
chr2	165360589	165360590	0.208505
chr2	165360590	165360591	0.212697
chr2	165360591	165360593	0.208505
chr2	165360593	165360594	0.204972
chr2	165360594	165360595	0.206828
chr2	165360595	165360597	0.204313
chr2	165360597	165360603	0.237965
chr2	165360603	165360605	0.233773
chr2	165360605	165360606	0.217364
chr2	165360606	165360609	0.216106
chr2	165360609	165360611	0.226166
chr2	165360611	165360613	0.230538
chr2	165360613	165360614	0.233292
chr2	165360614	165360616	0.235448
chr2	165360616	165360620	0.236166
chr2	165360620	165360622	0.236885
chr2	165360622	165360623	0.230657
chr2	165360623	165360625	0.22952
chr2	165360625	165360627	0.220418
chr2	165360627	165360628	0.218741
chr2	165360628	165360629	0.216047
chr2	165360629	165360631	0.22952
chr2	165360631	165360632	0.226826
chr2	165360632	165360633	0.228922
chr2	165360633	165360635	0.228443
chr2	165360635	165360636	0.227065
chr2	165360636	165360637	0.231198
chr2	165360637	165360638	0.228324
chr2	165360638	165360639	0.251377
chr2	165360639	165360640	0.25557
chr2	165360640	165360642	0.251736
chr2	165360642	165360643	0.247485
chr2	165360643	165360644	0.228503
chr2	165360644	165360646	0.225989
chr2	165360646	165360647	0.222217
chr2	165360647	165360648	0.221139
chr2	165360648	165360649	0.234671
chr2	165360649	165360650	0.228863
chr2	165360650	165360651	0.2403
chr2	165360651	165360652	0.233175
chr2	165360652	165360653	0.234851
chr2	165360653	165360654	0.20994
chr2	165360654	165360655	0.205987
chr2	165360655	165360656	0.207604
chr2	165360656	165360658	0.216105
chr2	165360658	165360659	0.217543
chr2	165360659	165360661	0.220896
chr2	165360661	165360667	0.224549
chr2	165360667	165360668	0.225027
chr2	165360668	165360669	0.260415
chr2	165360669	165360671	0.261133
chr2	165360671	165360672	0.258439
chr2	165360672	165360673	0.260235
chr2	165360673	165360675	0.257541
chr2	165360675	165360676	0.253649
chr2	165360676	165360677	0.254548
chr2	165360677	165360678	0.250775
chr2	165360678	165360679	0.248619
chr2	165360679	165360680	0.296885
chr2	165360680	165360681	0.296406
chr2	165360681	165360682	0.291496
chr2	165360682	165360683	0.289999
chr2	165360683	165360684	0.295328
chr2	165360684	165360685	0.29431
chr2	165360685	165360686	0.293591
chr2	165360686	165360687	0.291256
chr2	165360687	165360689	0.286346
chr2	165360689	165360690	0.287723
chr2	165360690	165360694	0.283531
chr2	165360694	165360695	0.283412
chr2	165360695	165360697	0.292814
chr2	165360697	165360700	0.261737
chr2	165360700	165360704	0.268025
chr2	165360704	165360705	0.268923
chr2	165360705	165360706	0.266288
chr2	165360706	165360708	0.271198
chr2	165360708	165360709	0.287067
chr2	165360709	165360710	0.277007
chr2	165360710	165360711	0.284133
chr2	165360711	165360713	0.287606
chr2	165360713	165360714	0.303415
chr2	165360714	165360716	0.301259
chr2	165360716	165360717	0.303715
chr2	165360717	165360718	0.305391
chr2	165360718	165360719	0.30611
chr2	165360719	165360720	0.312458
chr2	165360720	165360721	0.311739
chr2	165360721	165360722	0.315631
chr2	165360722	165360723	0.320003
chr2	165360723	165360724	0.317787
chr2	165360724	165360726	0.319344
chr2	165360726	165360727	0.320242
chr2	165360727	165360729	0.318745
chr2	165360729	165360732	0.307668
chr2	165360732	165360733	0.305512
chr2	165360733	165360734	0.307907
chr2	165360734	165360736	0.308625
chr2	165360736	165360737	0.305811
chr2	165360737	165360738	0.313296
chr2	165360738	165360739	0.295871
chr2	165360739	165360740	0.290362
chr2	165360740	165360742	0.287607
chr2	165360742	165360743	0.285391
chr2	165360743	165360744	0.291858
chr2	165360744	165360748	0.29593
chr2	165360748	165360749	0.28108
chr2	165360749	165360750	0.2815
chr2	165360750	165360751	0.262458
chr2	165360751	165360752	0.265452
chr2	165360752	165360754	0.262098
chr2	165360754	165360755	0.264014
chr2	165360755	165360756	0.267187
chr2	165360756	165360757	0.257967
chr2	165360757	165360758	0.2615
chr2	165360758	165360759	0.260063
chr2	165360759	165360761	0.256709
chr2	165360761	165360762	0.253117
chr2	165360762	165360765	0.248267
chr2	165360765	165360767	0.253236
chr2	165360767	165360768	0.263056
chr2	165360768	165360769	0.225453
chr2	165360769	165360770	0.22659
chr2	165360770	165360772	0.227967
chr2	165360772	165360773	0.226171
chr2	165360773	165360774	0.229344
chr2	165360774	165360776	0.236828
chr2	165360776	165360777	0.234733
chr2	165360777	165360778	0.237008
chr2	165360778	165360779	0.236948
chr2	165360779	165360780	0.192455
chr2	165360780	165360781	0.190599
chr2	165360781	165360782	0.214851
chr2	165360782	165360783	0.216348
chr2	165360783	165360784	0.21509
chr2	165360784	165360785	0.217186
chr2	165360785	165360786	0.214551
chr2	165360786	165360788	0.240417
chr2	165360788	165360789	0.240956
chr2	165360789	165360790	0.243291
chr2	165360790	165360791	0.253231
chr2	165360791	165360793	0.257782
chr2	165360793	165360794	0.268621
chr2	165360794	165360795	0.266884
chr2	165360795	165360796	0.259219
chr2	165360796	165360798	0.260836
chr2	165360798	165360800	0.262573
chr2	165360800	165360801	0.256285
chr2	165360801	165360803	0.257722
chr2	165360803	165360804	0.259639
chr2	165360804	165360806	0.25874
chr2	165360806	165360807	0.25377
chr2	165360807	165360808	0.250237
chr2	165360808	165360810	0.239578
chr2	165360810	165360811	0.232452
chr2	165360811	165360813	0.227363
chr2	165360813	165360814	0.208919
chr2	165360814	165360816	0.210536
chr2	165360816	165360817	0.207362
chr2	165360817	165360818	0.209397
chr2	165360818	165360819	0.210475
chr2	165360819	165360820	0.204128
chr2	165360820	165360821	0.204846
chr2	165360821	165360822	0.216403
chr2	165360822	165360824	0.215744
chr2	165360824	165360826	0.214187
chr2	165360826	165360827	0.213289
chr2	165360827	165360830	0.220714
chr2	165360830	165360831	0.223229
chr2	165360831	165360832	0.234426
chr2	165360832	165360833	0.236702
chr2	165360833	165360834	0.233409
chr2	165360834	165360836	0.23269
chr2	165360836	165360837	0.231313
chr2	165360837	165360838	0.233109
chr2	165360838	165360839	0.230894
chr2	165360839	165360841	0.234307
chr2	165360841	165360842	0.238199
chr2	165360842	165360843	0.236882
chr2	165360843	165360844	0.230355
chr2	165360844	165360848	0.226283
chr2	165360848	165360849	0.228918
chr2	165360849	165360851	0.227122
chr2	165360851	165360852	0.22832
chr2	165360852	165360853	0.232871
chr2	165360853	165360854	0.237002
chr2	165360854	165360856	0.233889
chr2	165360856	165360857	0.232512
chr2	165360857	165360859	0.228978
chr2	165360859	165360861	0.231194
chr2	165360861	165360863	0.235864
chr2	165360863	165360864	0.237241
chr2	165360864	165360865	0.243708
chr2	165360865	165360867	0.240055
chr2	165360867	165360868	0.227721
chr2	165360868	165360869	0.23347
chr2	165360869	165360870	0.237781
chr2	165360870	165360871	0.238261
chr2	165360871	165360872	0.241554
chr2	165360872	165360873	0.243111
chr2	165360873	165360874	0.239938
chr2	165360874	165360875	0.232454
chr2	165360875	165360877	0.23443
chr2	165360877	165360878	0.236526
chr2	165360878	165360879	0.2394
chr2	165360879	165360881	0.237364
chr2	165360881	165360882	0.206705
chr2	165360882	165360883	0.207184
chr2	165360883	165360884	0.210179
chr2	165360884	165360885	0.208083
chr2	165360885	165360886	0.210838
chr2	165360886	165360887	0.184972
chr2	165360887	165360888	0.187966
chr2	165360888	165360889	0.188385
chr2	165360889	165360890	0.184553
chr2	165360890	165360891	0.177008
chr2	165360891	165360892	0.173715
chr2	165360892	165360893	0.170181
chr2	165360893	165360895	0.162816
chr2	165360895	165360896	0.167067
chr2	165360896	165360898	0.166887
chr2	165360898	165360901	0.165151
chr2	165360901	165360903	0.165629
chr2	165360903	165360904	0.163713
chr2	165360904	165360906	0.165629
chr2	165360906	165360910	0.163833
chr2	165360910	165360911	0.172636
chr2	165360911	165360912	0.169642
chr2	165360912	165360914	0.178922
chr2	165360914	165360916	0.177246
chr2	165360916	165360917	0.197006
chr2	165360917	165360918	0.193294
chr2	165360918	165360919	0.193533
chr2	165360919	165360920	0.187905
chr2	165360920	165360921	0.186168
chr2	165360921	165360922	0.17994
chr2	165360922	165360925	0.178802
chr2	165360925	165360926	0.181018
chr2	165360926	165360927	0.183653
chr2	165360927	165360928	0.178982
chr2	165360928	165360930	0.180718
chr2	165360930	165360931	0.178144
chr2	165360931	165360932	0.166886
chr2	165360932	165360933	0.179102
chr2	165360933	165360934	0.178444
chr2	165360934	165360936	0.179462
chr2	165360936	165360937	0.211319
chr2	165360937	165360938	0.209522
chr2	165360938	165360939	0.211378
chr2	165360939	165360941	0.208025
chr2	165360941	165360943	0.20545
chr2	165360943	165360944	0.210061
chr2	165360944	165360946	0.218505
chr2	165360946	165360948	0.219164
chr2	165360948	165360949	0.219643
chr2	165360949	165360950	0.225332
chr2	165360950	165360951	0.233955
chr2	165360951	165360952	0.233476
chr2	165360952	165360953	0.228865
chr2	165360953	165360955	0.231859
chr2	165360955	165360958	0.234134
chr2	165360958	165360959	0.237188
chr2	165360959	165360960	0.238506
chr2	165360960	165360961	0.24108
chr2	165360961	165360963	0.23641
chr2	165360963	165360964	0.236709
chr2	165360964	165360965	0.230183
chr2	165360965	165360967	0.228926
chr2	165360967	165360968	0.235152
chr2	165360968	165360969	0.23066
chr2	165360969	165360970	0.223714
chr2	165360970	165360971	0.221858
chr2	165360971	165360972	0.218504
chr2	165360972	165360973	0.217786
chr2	165360973	165360975	0.222876
chr2	165360975	165360976	0.221798
chr2	165360976	165360977	0.224133
chr2	165360977	165360978	0.217547
chr2	165360978	165360980	0.219942
chr2	165360980	165360982	0.225511
chr2	165360982	165360983	0.223415
chr2	165360983	165360984	0.216349
chr2	165360984	165360985	0.218205
chr2	165360985	165360987	0.218623
chr2	165360987	165360988	0.220779
chr2	165360988	165360990	0.22515
chr2	165360990	165360991	0.222755
chr2	165360991	165360992	0.223653
chr2	165360992	165360993	0.22527
chr2	165360993	165360994	0.228564
chr2	165360994	165360995	0.227187
chr2	165360995	165360996	0.222636
chr2	165360996	165361000	0.221199
chr2	165361000	165361001	0.222696
chr2	165361001	165361004	0.220839
chr2	165361004	165361007	0.218863
chr2	165361007	165361010	0.22006
chr2	165361010	165361012	0.211318
chr2	165361012	165361016	0.202097
chr2	165361016	165361018	0.182217
chr2	165361018	165361019	0.185031
chr2	165361019	165361021	0.188324
chr2	165361021	165361022	0.18587
chr2	165361022	165361023	0.183295
chr2	165361023	165361025	0.187846
chr2	165361025	165361026	0.185631
chr2	165361026	165361028	0.180302
chr2	165361028	165361030	0.178505
chr2	165361030	165361032	0.179763
chr2	165361032	165361034	0.16527
chr2	165361034	165361036	0.166648
chr2	165361036	165361038	0.136228
chr2	165361038	165361039	0.131138
chr2	165361039	165361041	0.133354
chr2	165361041	165361043	0.131916
chr2	165361043	165361044	0.128983
chr2	165361044	165361046	0.120599
chr2	165361046	165361048	0.118562
chr2	165361048	165361049	0.115448
chr2	165361049	165361050	0.109819
chr2	165361050	165361051	0.10461
chr2	165361051	165361053	0.102513
chr2	165361053	165361054	0.096346
chr2	165361054	165361055	0.097723
chr2	165361055	165361057	0.095448
chr2	165361057	165361059	0.094071
chr2	165361059	165361060	0.090538
chr2	165361060	165361062	0.087963
chr2	165361062	165361064	0.089401
chr2	165361064	165361066	0.088682
chr2	165361066	165361067	0.122515
chr2	165361067	165361068	0.114971
chr2	165361068	165361072	0.113714
chr2	165361072	165361073	0.116169
chr2	165361073	165361074	0.112217
chr2	165361074	165361075	0.117427
chr2	165361075	165361076	0.117846
chr2	165361076	165361078	0.115571
chr2	165361078	165361079	0.108685
chr2	165361079	165361080	0.110781
chr2	165361080	165361084	0.105212
chr2	165361084	165361085	0.105332
chr2	165361085	165361086	0.112338
chr2	165361086	165361087	0.113955
chr2	165361087	165361088	0.112398
chr2	165361088	165361091	0.113835
chr2	165361091	165361093	0.112398
chr2	165361093	165361094	0.112578
chr2	165361094	165361095	0.110782
chr2	165361095	165361099	0.112518
chr2	165361099	165361100	0.11647
chr2	165361100	165361101	0.118746
chr2	165361101	165361107	0.120722
chr2	165361107	165361110	0.121681
chr2	165361110	165361112	0.123118
chr2	165361112	165361114	0.126412
chr2	165361114	165361115	0.127789
chr2	165361115	165361118	0.130543
chr2	165361118	165361119	0.125573
chr2	165361119	165361123	0.124256
chr2	165361123	165361124	0.119645
chr2	165361124	165361130	0.123477
chr2	165361130	165361132	0.12228
chr2	165361132	165361134	0.126292
chr2	165361134	165361139	0.123837
chr2	165361139	165361143	0.121622
chr2	165361143	165361144	0.119945
chr2	165361144	165361145	0.122939
chr2	165361145	165361146	0.125813
chr2	165361146	165361151	0.128028
chr2	165361151	165361153	0.126472
chr2	165361153	165361154	0.125454
chr2	165361154	165361155	0.12731
chr2	165361155	165361157	0.130304
chr2	165361157	165361160	0.130483
chr2	165361160	165361162	0.132459
chr2	165361162	165361163	0.129345
chr2	165361163	165361164	0.132639
chr2	165361164	165361165	0.129824
chr2	165361165	165361166	0.136231
chr2	165361166	165361167	0.102398
chr2	165361167	165361169	0.104135
chr2	165361169	165361172	0.118866
chr2	165361172	165361173	0.12168
chr2	165361173	165361174	0.120542
chr2	165361174	165361175	0.118027
chr2	165361175	165361176	0.115391
chr2	165361176	165361179	0.120123
chr2	165361179	165361180	0.118026
chr2	165361180	165361181	0.119643
chr2	165361181	165361184	0.128564
chr2	165361184	165361185	0.126588
chr2	165361185	165361186	0.116469
chr2	165361186	165361187	0.111319
chr2	165361187	165361188	0.107786
chr2	165361188	165361190	0.104133
chr2	165361190	165361193	0.105211
chr2	165361193	165361194	0.102935
chr2	165361194	165361195	0.10569
chr2	165361195	165361196	0.114972
chr2	165361196	165361199	0.116948
chr2	165361199	165361200	0.112936
chr2	165361200	165361201	0.109164
chr2	165361201	165361207	0.107187
chr2	165361207	165361210	0.104971
chr2	165361210	165361214	0.100181
chr2	165361214	165361215	0.098804
chr2	165361215	165361216	0.098145
chr2	165361216	165361219	0.100361
chr2	165361219	165361224	0.099762
chr2	165361224	165361226	0.095929
chr2	165361226	165361232	0.093834
chr2	165361232	165361236	0.089882
chr2	165361236	165361237	0.098324
chr2	165361237	165361241	0.1003
chr2	165361241	165361244	0.103114
chr2	165361244	165361245	0.10018
